Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00001200,Pyruvic acid,88.01604399,NA,127-17-3,,,C3H4O3,NA,NA,Xiao Wang,LCTONWCANYUPML-UHFFFAOYSA-N,C(=O)(C(=O)O)C,KNApSack,"Jun26,2023",Pyruvic acid,Homo sapiens (Serum)|Homo sapiens (Urine)|Escherichia coli|Apium graveolens|Panax ginseng|Stevia rebaudiana|Carica papaya|Arabidopsis thaliana|Brassica oleracea|Capsella bursa-pastoris|Arachis hypogaea|Bauhinia purpurea|Cicer arietinum|Delonix regia|Glycyrrhiza glabra|Medicago sativa|Pisum sativum|Trigonella caerulea|Trigonella cerulea|Orthosiphon stamineus|Oxalis corniculata|Oryza sativa|Polygonum hydropiper|Polygonum persicaria|Malus pumila|Sebertia acuminata|Capsicum annuum|Typha latifolia|FOOD SAKE|Pterocladia tenuis|trigonella caerulea,Organic acids and derivatives,Keto acids and derivatives,Alpha-keto acids and derivatives,NA,This compound belongs to the class of organic compounds known as alpha-keto acids and derivatives. These are organic compounds containing an aldehyde substituted with a keto group on the adjacent carbon.
C00053619,Oxamide,88.02727739,NA,471-46-5,,,C2H4N2O2,NA,NA,Xiao Wang,YIKSCQDJHCMVMK-UHFFFAOYSA-N,NC(C(N)=O)=O,KNApSack,"Jun26,2023",Oxamide,Arabidopsis thaliana|Triticum aestivum,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives,"This compound belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof."
C00050424,3-hydroxy-2-Butanone,88.0524295,NA,513-86-0,,,C4H8O2,NA,NA,Xiao Wang,ROWKJAVDOGWPAT-UHFFFAOYNA-N,,KNApSack,"Jun26,2023",3-hydroxy-2-Butanone|Acetoin|3-Hydroxyl-2-butanone,Homo sapiens (Skin microbiota)|Serratia odorifera|Allium cepa|Mangifera indica|Carica papaya|Litsea cubeba|Durio zibethinus|Psidium guajava|Coffea arabica|Nicotiana tabacum|Solanum lycopersicum|Bacilli strains GB04|B. amyloliquefaciens IN937a|Caffea sp.|Caffefa arabica|Entero- bacter cloacae JM22|FOOD SAKE,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,This compound belongs to the class of organic compounds known as acyloins. These are organic compounds containing an alpha hydroxy ketone. Acyloins are formally derived from reductive coupling of carboxylic acyl groups.
C00053663,3-Pentanol,88.08881501,NA,584-02-1,,,C5H12O,NA,NA,Xiao Wang,AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(O)CC,KNApSack,"Jun26,2023",3-Pentanol|pentan-3-ol,Mangifera indica|Carica papaya|Vaccinium macrocarpon|Medicago sativa|Olea europaea|Solanum lycopersicum,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,"This compound belongs to the class of organic compounds known as secondary alcohols. These are compounds containing a secondary alcohol functional group, with the general structure HOC(R)(R') (R,R'=alkyl, aryl)."
C00001428,"1,4-Butanediamine",88.1000484,NA,110-60-1,,,C4H12N2,NA,NA,Xiao Wang,KIDHWZJUCRJVML-UHFFFAOYSA-N,NCCCCN,KNApSack,"Jun26,2023","1,4-Butanediamine|Putrescine",Homo sapiens (Urine)|Escherichia coli|Panax ginseng|Dianthus caryophyllus|Spinacia oleracea|Arabidopsis thaliana|Glycine max|Glycine soja|Lupinus albus|Phaseolus vulgaris|Vicia faba|Corydalis yanhusuo|Lyallia kerguelensis|Hordeum vulgare|Oryza sativa|Triticum aestivum|Prunus avium|Citrus sinensis|Murraya paniculata|Santalum album|Anisodus belladonna|Capsicum annuum|Datura metel|Datura stramonium|Nicotiana tabacum|Solanum lycopersicum L.|Solanum tuberosum|Bergera koenegii|Erythoxylum coca|FOOD SAKE,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines | Monoalkylamines,This compound belongs to the class of organic compounds known as monoalkylamines. These are organic compounds containing an primary aliphatic amine group.
C00053618,Oxamic acid,89.01129297,NA,471-47-6,,,C2H3NO3,NA,NA,Xiao Wang,SOWBFZRMHSNYGE-UHFFFAOYSA-N,NC(C(O)=O)=O,KNApSack,"Jun26,2023",Oxamic acid,Phaseolus vulgaris|Triticum aestivum,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives,"This compound belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof."
C00001333,beta-Alanine,89.04767848,NA,107-95-9,,,C3H7NO2,NA,NA,Xiao Wang,UCMIRNVEIXFBKS-UHFFFAOYSA-N,NCCC(=O)O,KNApSack,"Jun26,2023",beta-Alanine,Escherichia coli|Phoma medicaginis|Helianthus annuus|Arabidopsis thaliana|Brassica oleracea L. ssp. Botrytis|Lunaria spp.|Glycine max|Medicago sativa|Iris tingitana|Oryza sativa|Triticum aestivum|Prunus avium|Capsicum annuum|Solanum lycopersicum|Solanum tuberosum|Curcuma domestica,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Beta amino acids and derivatives,This compound belongs to the class of organic compounds known as beta amino acids and derivatives. These are amino acids having a (-NH2) group attached to the beta carbon atom.
C00001198,Oxalic acid,89.99530855,NA,144-62-7,,,C2H2O4,NA,NA,Xiao Wang,MUBZPKHOEPUJKR-UHFFFAOYSA-N,C(=O)(C(=O)O)O,KNApSack,"Jun26,2023",Oxalic acid|Ethanedioic acid,Homo sapiens (Serum)|Homo sapiens (Urine)|Phoma medicaginis|Mangifera indica|Colocasia escultenta|Panax ginseng|Artemisia scoparia|Capparis aegyptia|Capparis deserti|Capparis leucophylla|Spinacia oleracea|Terminalia chebula|Arabidopsis thaliana|Brassica oleracea|Capsella bursa-pastoris|Hippophae rhamnoides|Ephedra equisetina|Acacia concinna|Cicer arietinum|Phaseolus vulgaris|Sophora alopecuroides|Vicia faba|Punica granatum|Oxalis spp.|Triticum aestivum|Rheum rhaponticum|Crataegus pinnatifida|Prunus avium|Capsicum annuum|Solanum lycopersicum|Stemona tuberosa|Urtica dioica|Curcuma domestica|Caffea sp.|FOOD SAKE|Paraburkholderia phymatum,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA,This compound belongs to the class of organic compounds known as dicarboxylic acids and derivatives. These are organic compounds containing exactly two carboxylic acid groups.
C00053166,Dihydroxyacetone,90.03169406,NA,96-26-4,,,C3H6O3,NA,NA,Xiao Wang,RXKJFZQQPQGTFL-UHFFFAOYSA-N,OCC(CO)=O,KNApSack,"Jun26,2023",Dihydroxyacetone,Arabidopsis thaliana|Triticum aestivum,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,"This compound belongs to the class of organic compounds known as monosaccharides. These are compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn."
C00001163,Glycerol,92.04734412,NA,56-81-5,,,C3H8O3,NA,NA,Xiao Wang,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(O)(CO)CO,KNApSack,"Jun26,2023",Glycerol,Homo sapiens (Serum)|Homo sapiens (Urine)|Escherichia coli|Pimpinella anisum L.|Acanthopanax giraldii|Panax ginseng|Helianthus annuus|Spinacia oleracea|Arabidopsis thaliana|Brassica oleracea|Prunus avium|Sebertia acuminata|Capsicum annuum|Solanum lycopersicum|Curcuma domestica|FOOD SAKE,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,"This compound belongs to the class of organic compounds known as sugar alcohols. These are hydrogenated forms of carbohydrate in which the carbonyl group (aldehyde or ketone, reducing sugar) has been reduced to a primary or secondary hydroxyl group."
C00035779,"1,5-Heptadien-3-yne",92.06260026,NA,3511-27-1,,,C7H8,NA,NA,Xiao Wang,AIKGMUZHUHXBCF-GQCTYLIASA-N,C=CC,KNApSack,"Jun26,2023","1,5-Heptadien-3-yne",Solanum lycopersicum Mill.,Hydrocarbons,Unsaturated hydrocarbons,Enynes,NA,This compound belongs to the class of organic compounds known as enynes. These are hydrocarbons containing an alkene and an alkyne group.
C00001245,Dimethyl disulfide,93.99109165,NA,624-92-0,,,C2H6S2,NA,NA,Xiao Wang,WQOXQRCZOLPYPM-UHFFFAOYSA-N,CSSC,KNApSack,"Jun26,2023",Dimethyl disulfide,Homo sapiens (Urine)|Vibrio cholerae|Allium cepa|Allium sativum|Allium spp.|Allium ursinum|Crescentia cujete|Carica papaya|Capsella bursa-pastoris|Solanum lycopersicum|Solanum tuberosum|Burkholderia tropica|Campylobacter jejuni|Clostridium difficile|FOOD SAKE|Tuber borchii|Tuber brumale|Tuber excavatum|Tuber indicum|Tuber magnatum|Tuber melanosporum|Tuber mesentericum|Tuber oligospermum|Tuber panniferum|Tuber rufum|Tuber uncinatum,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,NA,This compound belongs to the class of organic compounds known as dialkyldisulfides. These are organic compounds containing a disulfide group R-SS-R' where R and R' are both alkyl groups.
C00052685,3-Hydroxypyridine,95.03711379,NA,109-00-2,,,C5H5NO,NA,NA,Xiao Wang,GRFNBEZIAWKNCO-UHFFFAOYSA-N,OC1=CC=CN=C1,KNApSack,"Jun26,2023",3-Hydroxypyridine|3-Pyridinol,Triticum aestivum|Caffea sp.,Organoheterocyclic compounds,Pyridines and derivatives,Hydroxypyridines,NA,This compound belongs to the class of organic compounds known as hydroxypyridines. These are organic compounds containing a pyridine ring substituted at one or more positions by a hydroxyl group.
C00030331,Furfural,96.02112937,NA,1998/1/1,,,C5H4O2,NA,NA,Xiao Wang,HYBBIBNJHNGZAN-UHFFFAOYSA-N,c1ccc(o1)C=O,KNApSack,"Jun26,2023",Furfural|2-Furaldehyde,Tricholoma matsutake|Mangifera indica|Annona glabra|Apium graveolens|Centaurea atropurpurea|Dittrichia graveolens|Carica papaya|Garcinia dulcis|Brassica hirta|Sophora japonica|Picea abies|Coffea arabica|Coffea canephora|Houttuynia cordata|Nicotiana tabacum|Caffea sp.|FOOD SAKE,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes | Aryl-aldehydes,This compound belongs to the class of organic compounds known as aryl-aldehydes. These are compounds containing an aldehyde group directly attached to an aromatic ring.
C00050496,Sulfuric acid,97.96737928,NA,7664-93-9,,,H2O4S,NA,NA,Xiao Wang,QAOWNCQODCNURD-UHFFFAOYSA-N,,KNApSack,"Jun26,2023",Sulfuric acid,Arabidopsis thaliana|Triticum aestivum|FOOD SAKE,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal sulfates,NA,This compound belongs to the class of inorganic compounds known as non-metal sulfates. These are inorganic non-metallic compounds containing a sulfate as its largest oxoanion.
C00052385,Phosphoric acid,97.97689507,NA,7664-38-2,,,H3O4P,NA,NA,Xiao Wang,NBIIXXVUZAFLBC-UHFFFAOYSA-N,OP(O)(O)=O,KNApSack,"Jun26,2023",Phosphoric acid,Homo sapiens (Serum)|Homo sapiens (Urine)|Annona squamosa|Apium graveolens|Panax ginseng|Arabidopsis thaliana|Averrhoa carambola|Triticum aestivum|Citrus sinensis|Murraya paniculata|Solanum lycopersicum,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,NA,This compound belongs to the class of inorganic compounds known as non-metal phosphates. These are inorganic non-metallic compounds containing a phosphate as its largest oxoanion.
C00029456,Furfuryl alcohol,98.03677944,NA,98-00-0,,,C5H6O2,NA,NA,Xiao Wang,XPFVYQJUAUNWIW-UHFFFAOYSA-N,c1ccc(o1)CO,KNApSack,"Jun26,2023",Furfuryl alcohol|2-Furanmethanol|alpha-Furylcarbinol,Allium cepa|Mangifera indica|Carica papaya|Garcinia dulcis|Cornus officinalis|Brassica hirta|Perilla frutescens|Picea abies|Coffea arabica|Houttuynia cordata|Nicotiana tabacum|Caffea sp.|FOOD SAKE,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA,This compound belongs to the class of organic compounds known as heteroaromatic compounds. These are compounds containing an aromatic ring where a carbon atom is linked to an hetero atom.
C00000351,(2E)-2-Hexanal,98.07316494,NA,6728-26-3,,,C6H10O,NA,NA,Xiao Wang,MBDOYVRWFFCFHM-SNAWJCMRSA-N,CCC/C=C/C=O,KNApSack,"Jun26,2023",(2E)-2-Hexanal|trans-2-Hexenal|(2E)-Hexenal,Mangifera indica|Annona muricata|Aloe arborescens var. natalensis|Artemisia annua|Carica papaya|Dianthus caryophyllus L.|Ceratophyllum demersum|Arabidopsis thaliana|Brassica hirta|Capsella bursa-pastoris|Medicago sativa|Perilla frutescens|Ocotea sinuata|Punica granatum|Myrtus communis|Psidium guajava|Olea europaea|Polygonum minus|Prunus avium|Citrus sinensis L.|Nicotiana tabacum|Solanum lycopersicum Mill.|Solanum tuberosum|Camellia sinensis|Thea sinensis,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes | Medium-chain aldehydes,This compound belongs to the class of organic compounds known as medium-chain aldehydes. These are an aldehyde with a chain length containing between 6 and 12 carbon atoms.
C00035853,Cyclohexylmethane,98.10955045,NA,108-87-2,,,C7H14,NA,NA,Xiao Wang,UAEPNZWRGJTJPN-UHFFFAOYSA-N,C1(CCCCC1)C,KNApSack,"Jun26,2023",Cyclohexylmethane|Methylcyclohexane,Homo sapiens (Exhaled breath)|Carica papaya|Acca sellowiana|Crataegus pinnatifida|Nicotiana tabacum|Solanum lycopersicum Mill.|Burkholderia tropica|Caffea sp.,Hydrocarbons,Saturated hydrocarbons,Cycloalkanes,NA,This compound belongs to the class of organic compounds known as cycloalkanes. These are saturated monocyclic hydrocarbons (with or without side chains).
C00054322,(Cyanomethyl)thiirane,99.0142699,NA,58130-93-1,,,C4H5NS,NA,NA,Xiao Wang,BKIZJNMVTRYGSW-UHFFFAOYSA-N,N#CCC1CS1,KNApSack,"Jun26,2023",(Cyanomethyl)thiirane|Thiiraneacetonitrile,Arabidopsis thaliana|Brassica campestris,Organoheterocyclic compounds,Thiiranes,Epithionitriles,NA,This compound belongs to the class of organic compounds known as epithionitriles. These are organoheterocyclic compounds made up of a carbon atom linked to a thiirane ring and a carbonitrile group.
C00001207,Tiglic acid,100.0524295,NA,80-59-1,,,C5H8O2,NA,NA,Xiao Wang,UIERETOOQGIECD-ONEGZZNKSA-N,C(=C\C)(/C(=O)O)\C,KNApSack,"Jun26,2023",Tiglic acid,Angelica archangelica|Angelica pubescens f.biserrata|Daucus carota|Anthemis nobilis|Arnebia hispidissima|Cuscuta chinensis|Croton tiglium|Nicotiana tabacum|Flavouring ingredient,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Branched fatty acids | Methyl-branched fatty acids,"This compound belongs to the class of organic compounds known as methyl-branched fatty acids. These are fatty acids with an acyl chain that has a methyl branch. Usually, they are saturated and contain only one or more methyl group. However, branches other than methyl may be present."
C00048963,cis-2-Hexenol,100.088815,NA,928-94-9,,,C6H12O,NA,NA,Xiao Wang,ZCHHRLHTBGRGOT-PLNGDYQASA-N,OC/C=C\CCC,KNApSack,"Jun26,2023",cis-2-Hexenol|(Z)-2-hexen-1-ol|cis-2-Hexen-1-ol,Carica papaya|Cistus creticus|Clinopodium nepeta|Calamintha nepeta subsp. glandulosa|Olea europaea|Prunus avium|Murraya paniculata|Solanum lycopersicum,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,This compound belongs to the class of organic compounds known as fatty alcohols. These are aliphatic alcohols consisting of a chain of a least six carbon atoms.
C00035484,2-methylhexane,100.1252005,NA,591-76-4,,,C7H16,NA,NA,Xiao Wang,GXDHCNNESPLIKD-UHFFFAOYSA-N,CCCCC(C)C,KNApSack,"Jun26,2023",2-methylhexane,Apium graveolens|Oryza sativa L.,Hydrocarbons,Saturated hydrocarbons,Alkanes,NA,This compound belongs to the class of organic compounds known as branched alkanes. These are acyclic branched hydrocarbons having the general formula CnH2n+2.
C00050983,Isopropyl isothiocyanate,101.02992,NA,2253-73-8,,,C4H7NS,NA,NA,Xiao Wang,VHBFEIBMZHEWSX-UHFFFAOYSA-N,,KNApSack,"Jun26,2023",Isopropyl isothiocyanate,Brassica juncea,Organosulfur compounds,Isothiocyanates,NA,NA,"This compound belongs to the class of organic compounds known as isothiocyanates. These are organic compounds containing the isothiocyanate group, an isocyanate analogue with the general formula RN=C=S."
C00007566,1-Aminocyclopropane-1-carboxylate,101.0476785,NA,22059-21-8,,,C4H7NO2,NA,NA,Xiao Wang,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,NC1(C(=O)O)CC1,KNApSack,"Jun26,2023",1-Aminocyclopropane-1-carboxylate|1-Aminocyclopropane-1-carboxylic acid,Beta vulgaris|Arabidopsis thaliana|Glycine max|Ocimum basilicum,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Alpha amino acids,This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
C00019675,2-Ketobutyric acid,102.0316941,NA,600-18-0,,,C4H6O3,NA,NA,Xiao Wang,TYEYBOSBBBHJIV-UHFFFAOYSA-N,C(=O)(C(=O)O)CC,KNApSack,"Jun26,2023",2-Ketobutyric acid|2-Oxobutyric acid|2-Oxobutanoic acid|alpha-Ketobutyric acid,Homo sapiens (Urine)|Escherichia coli K12|Phaseolus vulgaris|Triticum aestivum|FOOD SAKE,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,NA,This compound belongs to the class of organic compounds known as short-chain keto acids and derivatives. These are keto acids with an alkyl chain the contains less than 6 carbon atoms.
C00050481,Methyl butanoate,102.0680796,NA,623-42-7,,,C5H10O2,NA,NA,Xiao Wang,UUIQMZJEGPQKFD-UHFFFAOYSA-N,,KNApSack,"Jun26,2023",Methyl butanoate|Methyl butyrate,Mangifera indica|Annona muricata|Carica papaya|Psidium guajava|Nymphaea garneriana|Citrus sinensis|Solanum lycopersicum|FOOD SAKE,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,"This compound belongs to the class of organic compounds known as fatty acid methyl esters. These are compounds containing a fatty acid that is esterified with a methyl group. They have the general structure RC(=O)OR', where R=fatty aliphatic tail or organyl group and R'=methyl group."
C00035792,3-Methyl-1-pentanol,102.1044651,NA,589-35-5,,,C6H14O,NA,NA,Xiao Wang,IWTBVKIGCDZRPL-UHFFFAOYNA-N,CC[C@@H](CCO)C,KNApSack,"Jun26,2023",3-Methyl-1-pentanol|3-Methylbutanol,Homo sapiens (Blood)|Medicago sativa|Coffea arabica|Solanum lycopersicum Mill.|Caffea sp.|FOOD SAKE,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,"This compound belongs to the class of organic compounds known as primary alcohols. These are compounds comprising the primary alcohol functional group, with the general structure RCOH (R=alkyl, aryl)."
C00052112,2-Aminobutyric acid,103.0633285,NA,2835-81-6,,,C4H9NO2,NA,NA,Xiao Wang,QWCKQJZIFLGMSD-UHFFFAOYSA-N,CCC(N)C(O)=O,KNApSack,"Jun26,2023",2-Aminobutyric acid|alpha-Aminobutyric acid,Homo sapiens (Serum)|Phoma medicaginis|Solanum tuberosum,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Alpha amino acids,This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
