Compounds	Chemical Formula	InChI-Key	Pathways of compound	SMILES	Object ID	Synonyms	Molecular-Weight
(22&alpha;)-hydroxy-campest-4-en-3-one	C28H46O2	InChIKey=FMFAICDKESPFNH-NQMBQAPESA-N	brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))	CPD-3945	(22S)-22-hydroxy-campest-4-en-3-one // (22S,24R)-22-hydroxy-ergost-4-en-3-one	414.67
(22&alpha;)-hydroxy-campesterol	C28H48O2	InChIKey=LSZJAIFORSLKOY-PACUACIMSA-N	brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-3943	(22S)-22-hydroxy-campesterol	416.686
(22&alpha;)-hydroxy-cholestanol	C27H48O2	InChIKey=IPYACDRNRIVGLI-DNFOGROMSA-N		CC(C)CC[C@H](O)[C@@H](C)[C@H]1(CC[C@H]2([C@]1(C)CC[C@H]4([C@H]2CC[C@@H]3([C@](C)(CC[C@@H](O)C3)4))))	CPD-7192	22-OH-cholestanol // 22-OH-CHN	404.675
(22&alpha;)-hydroxy-isofucosterol	C29H48O2	InChIKey=IYBGBNAVLWUPQU-YFTYSLQTSA-N		C\C=C(C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34)))))/C(C)C	CPD-7191		428.697
(22&alpha;)-hydroxy-sitosterol	C29H50O2	InChIKey=YCZQDKIUGZGCAN-REJZWNMHSA-N		CC[C@@H](C(C)C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-7190	22-OH-sitosterol // 22-OH-SIT	430.713
(22<i>R</i>)-hydroxycholesterol	C27H46O2	InChIKey=RZPAXNJLEKLXNO-GFKLAVDKSA-N		CC(C)CC[C@@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-14702	(22R)-OH-cholesterol	402.659
(22R,23R)-22,23-dihydroxy-campest-4-en-3-one	C28H46O3	InChIKey=PCLHVGYGQYOJEF-YPODHHRNSA-N	brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))	CPD-12496		430.67
(22R,23R)-22,23-dihydroxycampesterol	C28H48O3	InChIKey=UJGZOSZMMQGHPD-GTYSVAQVSA-N	brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-12495		432.685
(<i>22R,23R</i>)-28-homobrassinolide	C29H50O6	InChIKey=HJIKODJJEORHMZ-NNPZUXBVSA-N		CC[C@@H](C(C)C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1(CC[C@@H]2([C@@](C)1CC[C@H]3([C@H]2COC(=O)[C@@H]4([C@@](C)3C[C@@H](O)[C@@H](O)C4))))	CPDQT-326	B-homo-7-oxastigmastan-6-one, 2,3,22,23-tetrahydroxy-, (2alpha,3alpha,5alpha,22R,23R)-	494.71
(<i>22R,23R</i>)-28-homobrassinolide 22-sulfate	C29H49O9S	InChIKey=CIZSJGKCVNJXTC-NNPZUXBVSA-M		CC[C@@H](C(C)C)[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@@H](C)[C@H]1(CC[C@@H]2([C@@](C)1CC[C@H]3([C@H]2COC(=O)[C@@H]4([C@@](C)3C[C@@H](O)[C@@H](O)C4))))	CPD-11826		573.761
(<i>22R,23R</i>)-28-homocastasterone	C29H50O5	InChIKey=WADMTJKRYLAHQV-BSBOPDPFSA-N		CC[C@H]([C@H]([C@@H]([C@H](C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)CC(C(CC2)3)4)O)O)C))(C)))C)O)O)C(C)C	CPD-11827		478.711
(<i>22R,23R</i>)-28-homocastasterone 22-O-sulfate	C29H49O8S	InChIKey=MXFYIPZNENWPSK-BSBOPDPFSA-M		CC[C@H]([C@H]([C@@H]([C@H](C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)CC(C(CC2)3)4)O)O)C))(C)))C)OS(=O)([O-])=O)O)C(C)C	CPD-11828		557.761
(22<i>S</i>,24<i>R</i>)-22-hydroxy-5&alpha;-ergostan-3-one	C28H48O2	InChIKey=XGIZPVUTLMXXTK-VNSZYHACSA-N	brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-3946	(22S)-22-hydroxy-5alpha-campestan-3-one // (22alpha)-hydroxy-5alpha-campestan-3-one	416.686
(24<i>E</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholest-24-enoyl-CoA	C48H74N7O20P3S	InChIKey=QVDPWQVOSKJUES-JMOYVIBVSA-J		C[C@H](CC/C=C(C)/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[C@H]4(CC[C@@H]5([C@@](C)4[C@@H](O)C[C@H]6([C@H]5[C@H](O)C[C@H]7([C@@](C)6CC[C@@H](O)C7))))	CPD-7243		1194.129
(24<i>R</i>,25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA	C48H76N7O21P3S	InChIKey=PXHZOQNODUPJKC-MTLGCJAASA-J		C[C@H](CC[C@@H](O)[C@@H](C)C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[C@H]4(CC[C@@H]5([C@@](C)4[C@@H](O)C[C@H]6([C@H]5[C@H](O)C[C@H]7([C@@](C)6CC[C@@H](O)C7))))	CPD-7275	(24R)-hydroxy,(25R)-trihydroxycholestanoyl-CoA	1212.144
(2E)-2-hydroxypenta-2,4-dienoate	C5H5O3	InChIKey=VHTQQDXPNUTMNB-ONEGZZNKSA-M		C=C/C=C(C([O-])=O)/O	CPD-6761	2-hydroxypenta-2,4-dienoate // 2-hydroxy-2,4-pentadienoate // 2-hydroxypent-2,4-dienoate // 2-hydroxy-2,4-pentadienoic acid // cis-2-hydroxypenta-2,4-dienoate // HPD	113.093
(2E)-dec-2-enoyl-CoA	C31H48N7O17P3S	InChIKey=MGNBGCRQQFMNBM-YJHHLLFWSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	T2-DECENOYL-COA	trans-dec-2-enoyl-CoA // trans-Delta2-decenoyl-CoA // 2E-decenoyl-CoA // 2-trans-decenoyl-CoA // trans-Dec-2-enoyl-CoA	915.738
(2<i>E</i>)-dodec-2-enoyl-CoA	C33H52N7O17P3S	InChIKey=IRFYVBULXZMEDE-DEEZISNZSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	CPD-7222	2-trans-dodecenoyl-CoA // (2E)-dodecenoyl-CoA // trans-dodec-2-enoyl-CoA // (2E)-dodec-2-enoyl-CoA	943.792
(2E)-hexadecenal	C16H30O	InChIKey=KLJFYXOVGVXZKT-CCEZHUSRSA-N		CCCCCCCCCCCCC/C=C/C=O	CPD-292	trans-hexadec-2-enal	238.412
(2<i>E</i>)-oct-2-enoyl-CoA	C29H44N7O17P3S	InChIKey=CPSDNAXXKWVYIY-NTLMCJQISA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	CPD0-2108	trans-oct-2-enoyl-CoA // (2E)-octenoyl-CoA // trans-2-octenoyl-coenzyme A // 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(2E)-oct-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] dihydrogen diphosphate}	887.685
(2<i>E</i>)-octadec-2-enoyl-CoA	C39H64N7O17P3S	InChIKey=NBCCUIHOHUKBMK-ZDDAFBBHSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	CPD-10262	trans-octadec-2-enoyl-CoA // trans-2,3-dihydro-stearenoyl-CoA // (2E)-octadecenoyl-CoA	1027.953
(2E,11Z,14Z)-icosatrienoyl-CoA	C41H64N7O17P3S	InChIKey=JLHULLPFTGLIGF-DBYUABGNSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCC\C=C/C\C=C/CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CPD-17348	(2E,11Z,14Z)-icosa-2,11,14-trienoyl-CoA	1051.975
(2E,11Z,17Z)-14R-hydroxy-icosa-11,17-trienoyl-CoA	C41H64N7O18P3S	InChIKey=GCCBKKQIEMQVGW-PKAYEDJNSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CC\C=C/CC[C@@H](O)C\C=C/CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CPD-17403		1067.974
(2E,13Z)-docos-2,13-dienoyl-CoA	C43H70N7O17P3S	InChIKey=UYOUIGJQABBRNN-IGGPOGQHSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation	CCCCCCCC\C=C/CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CPD-22045		1082.044
(2<i>E</i>,15<i>Z</i>)-tetracos-2,15-dienoyl-CoA	C45H74N7O17P3S	InChIKey=VXYLAQGCUVCPNJ-KXWYWQGCSA-J	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent) // unsaturated, even numbered fatty acid &beta;-oxidation // fatty acid &beta;-oxidation III (unsaturated, odd number) // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation // very long chain fatty acid biosynthesis I	CCCCCCCC\C=C/CCCCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	CPD-22041		1110.098
(2E,4E,6E)-4-methylocta-2,4,6-trienedial	C9H10O2	InChIKey=HLZZDTVXNYNFKH-BNFXUGDESA-N	carotenoid cleavage // ceramide degradation	CC(/C=C/C=O)=C\C=C\C=O	CPD-13370		150.177
(2<i>E</i>,4<i>E</i>,6<i>E</i>)-7-hydroxy-4-methylhepta-2,4,6-trienal	C8H10O2	InChIKey=TYQZWSFEJJSSQR-YUHMVAQCSA-N	5-deoxystrigol biosynthesis // ceramide degradation	CC(/C=C/C=O)=C\C=C\O	CPD-14650		138.166
(2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate	C9H7O5	InChIKey=SMAGVHUTDOFZAJ-WVQKSCCESA-M		C(=O)/C=C/C(/C=C(C([O-])=O)/O)=CC=O	CPD-18126	(2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoic acid	195.151
(2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate	C9H7O5	InChIKey=IGPCHXWXWBHSFS-WTTCWNDYSA-M		C(=O)/C=C/C(/C=O)=C/C=C(C([O-])=O)/O	CPD-18131	(2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoic acid	195.151
(2<i>E</i>,6<i>E</i>)-farnesal	C15H24O	InChIKey=YHRUHBBTQZKMEX-YFVJMOTDSA-N	farnesylcysteine salvage pathway // ceramide degradation	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=O	2-TRANS6-TRANS-FARNESAL	(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal // (2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trienal // (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienal // E,E-farnesal // 2-trans-6-trans-farnesal	220.354
(<i>2E,6E</i>)-farnesoate	C15H23O2	InChIKey=WJHFZYAELPOJIV-IJFRVEDASA-M	acyl-[acyl-carrier protein] thioesterase pathway // ceramide degradation // fatty acid &alpha;-oxidation I // phosphatidylcholine acyl editing // phospholipases // triacylglycerol degradation // alkane oxidation	CC(C)=CCCC(\C)=C/CCC(\C)=C/C(=O)[O-]	CPD-12585	(2E,6E)-3,7,11-trimethyl-dodeca-2,6,10-trienoic acid // (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienoic acid // (2-trans-6-trans)-farnesoate // (2E,6E)-farnesoic acid // (2E,6E)-farnesoate // (2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienoic acid // (2E,6E)-farnesenic acid // (2E,6E)-farnesic acid // (2E,6E)-farnesylic acid // (2E,6E)-3,7,11-Trimethyl-dodeca-2,6,10-trienoic acid // trans,trans-farnesoic acid // (E,E)-farnesoic acid // all-trans-farnesoic acid // (2-trans-6-trans) farnesoic acid	235.345
(<i>2E,6E</i>)-farnesol	C15H26O	InChIKey=CRDAMVZIKSXKFV-YFVJMOTDSA-N	phosphate acquisition // glycerophosphodiester degradation // farnesylcysteine salvage pathway	CC(C)=CCCC(\C)=C/CCC(\C)=C/CO	2-TRANS6-TRANS-FARNESOL	(E,E,)-3,7,11-trimethyl-2,6,10-dodecatrien-1-ol // (E,E,)-farnesol // (E,E,)-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol // 2-trans-S-6-trans-farnesol // 2-trans,6-trans-farnesol // all-trans farnesol	222.37
(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate	C15H25O7P2	InChIKey=VWFJDQUYCIWHTN-YFVJMOTDSA-K	farnesylcysteine salvage pathway // <i>trans, trans</i>-farnesyl diphosphate biosynthesis // valencene and 7-epi-&alpha;-selinene biosynthesis // superpathway of proto- and siroheme biosynthesis // heme <i>a</i> biosynthesis // epoxysqualene biosynthesis // plant sterol biosynthesis II // octaprenyl diphosphate biosynthesis // heptaprenyl diphosphate biosynthesis // hexaprenyl diphosphate biosynthesis // (3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I // polyisoprenoid biosynthesis // farnesene biosynthesis // &beta;-caryophyllene biosynthesis // geranylgeranyl diphosphate biosynthesis // superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP) // superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // superpathway of phylloquinol biosynthesis	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]	FARNESYL-PP	2-trans,6-trans-farnesyl diphosphate // 2-trans,6-trans-farnesyl diphosphate // FPP // trans, trans-farnesyl diphosphate // farnesyl-PP // farnesyl pyrophosphate // omega,E,E-farnesyl diphosphate // farnesyl diphosphate // (E,E)-farnesyl diphosphate // all-trans-farnesyl diphosphate // C15-PP	379.306
(2<i>E</i>,6<i>E</i>)-farnesyl phosphate	C15H25O4P	InChIKey=ALEWCKXBHSDCCT-YFVJMOTDSA-L	farnesylcysteine salvage pathway	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP([O-])([O-])=O	CPD-12587	2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (2E,6E)- // 2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, dihydrogen phosphate, (E,E) // (E,E)-farnesyl monophosphate // (E,E)-farnesyl phosphate // (trans, trans)-farnesyl monophosphate // 2-trans,-6-trans-farnesyl monophosphate // 2-trans,-6-trans-farnesyl phosphate	300.334
(2E,6Z)-non-2,6-dienal	C9H14O	InChIKey=HZYHMHHBBBSGHB-ODYTWBPASA-N	9-lipoxygenase and 9-hydroperoxide lyase pathway // superpathway of lipoxygenase // ceramide degradation	CC\C=C/CC/C=C/C=O	CPD-21295	(E,Z)-2,6-nonadienal // (2E,6Z)-nonadienal	138.209
(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate	C5H9O4	InChIKey=JTEYKUFKXGDTEU-VKHMYHEASA-M	L-valine biosynthesis // superpathway of branched chain amino acid biosynthesis	CC(C)(O)[C@@H](O)C(=O)[O-]	CPD-13357	(R)-2,3-dihydroxy-3-methylbutanoate // (2R)-2,3-dihydroxy-3-methylbutanoate // (R)-2,3-dihydroxy-isovalerate	133.124
(2<i>R</i>)-phospho-3-sulfolactate	C3H3O9PS	InChIKey=CABHHUMGNFUZCZ-REOHCLBHSA-J		C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-]	CPD-366	(2R)-O-phospho-3-sulfolactate // (2R)-2-O-phosphonato-3-sulfonatolactate // (R)-phosphosulfolactate	246.085
(2R,3E)-phycocyanobilin	C33H36N4O6	InChIKey=INPDFIMLLXXDOQ-UAWLBFNISA-L		C/C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C=C2(C(/C)=C(CC)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)	CPD-17222		584.671
(2R,3S)-2,3-dimethylmalate	C6H8O5	InChIKey=WTIIULQJLZEHGZ-CVYQJGLWSA-L		C[C@H](C(=O)[O-])[C@](C)(O)C(=O)[O-]	CPD-61	(2R,3S)-dimethylmalate // 2,3-dimethylmalate	160.126
(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	C7H10O5	InChIKey=RNQHMTFBUSSBJQ-CRCLSJGQSA-L	L-leucine biosynthesis // superpathway of branched chain amino acid biosynthesis	CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	2-D-threo-hydroxy-3-carboxy-isocaproate // 3-carboxy-2-hydroxy-4-methylpentanoate // beta-isopropylmalate // 3-isopropylmalate	174.153
(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucocyanidin	C15H14O7	InChIKey=SBZWTSHAFILOTE-SOUVJXGZSA-N	proanthocyanidins biosynthesis from flavanols // anthocyanin biosynthesis // leucopelargonidin and leucocyanidin biosynthesis	C3(\C(\[C@H]1(OC2(\C=C(/C=C(C(\[C@@H]([C@@H]1O)O)=2)/O)\O)))=C/C(/O)=C(\C=3)/O)	CPD-590	2,3-trans-3,4-cis-leucocyanidin	306.271
(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucodelphinidin	C15H14O8	InChIKey=ZEACOKJOQLAYTD-SOUVJXGZSA-N	proanthocyanidins biosynthesis from flavanols // anthocyanin biosynthesis // leucodelphinidin biosynthesis	C3(/C(/[C@H]1(OC2(\C(/[C@@H]([C@@H]1O)O)=C(/C=C(/C=2)/O)\O)))=C\C(\O)=C(C(/O)=3)\O)	CPD-7088	(2R,3S,4S)-leucoefdin // (2R,3S,4S)-leucodelfinidin	322.271
(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucopelargonidin	C15H14O6	InChIKey=FSVMLWOLZHGCQX-SOUVJXGZSA-N	proanthocyanidins biosynthesis from flavanols // anthocyanin biosynthesis // anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside) // leucopelargonidin and leucocyanidin biosynthesis	C3(\C(\[C@H]1(OC2(\C(/[C@@H]([C@@H]1O)O)=C(/C=C(/C=2)/O)\O)))=C/C=C(\C=3)/O)	LEUCOPELARGONIDIN-CMPD	cis-3,4-leucopelargonidin // cis 3,4-leucopelargonidin	290.272
(2R,6Z)-2-hydroxy-6-(hydroxymethylidene)-2,5-dimethylcyclohex-4-ene-1,3-dione	C9H10O4	InChIKey=OCYDARSQXVAYSD-XTULLQBASA-N		CC1(\C(\C(=O)[C@@](O)(C)C(=O)\C=1)=C\O)	CPD-18147		182.176
(2<i>S</i>)-2-isopropyl-3-oxosuccinate	C7H8O5	InChIKey=HIIZAGQWABAMRR-BYPYZUCNSA-L	L-leucine biosynthesis // superpathway of branched chain amino acid biosynthesis	CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C	CPD-7100	2-isopropyl-3-oxosuccinate	172.137
(2<i>S</i>)-2-isopropylmalate	C7H10O5	InChIKey=BITYXLXUCSKTJS-ZETCQYMHSA-L	L-leucine biosynthesis // superpathway of branched chain amino acid biosynthesis	CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O	3-CARBOXY-3-HYDROXY-ISOCAPROATE	3-hydroxy-4-methyl-3-carboxypentanoate // 3-carboxy-3-hydroxy-4-methylpentanoate // 3-carboxy-3-hydroxy-isocaproate // alpha-isopropylmalate	174.153
(2S)-dihydrotricetin	C15H11O7	InChIKey=USQXPEWRYWRRJD-LBPRGKRZSA-M	flavonoid biosynthesis (in equisetum) // leucodelphinidin biosynthesis	C3(/C(/[C@H]1(OC2(/C=C(/C=C(C(\C(C1)=O)=2)/O)/[O-])))=C\C(\O)=C(C(/O)=3)\O)	CPD-7214	3',4',5'-pentahydroxyflavanone // 5,7,3',4',5'-pentahydroxyflavanone	303.248
(2S)-eriodictyol	C15H11O6	InChIKey=SBHXYTNGIZCORC-ZDUSSCGKSA-M	leucodelphinidin biosynthesis // leucopelargonidin and leucocyanidin biosynthesis // luteolin biosynthesis // flavonoid biosynthesis (in equisetum)	C3(\C(\[C@H]1(OC2(/C=C(/C=C(C(\C(C1)=O)=2)/O)/[O-])))=C/C(/O)=C(\C=3)/O)	CPD-6994		287.248
(2S)-flavan-4-ol	C15H14O2	InChIKey=YTMFRMLVZQOBDR-WUJWULDRSA-N		C3(\C=C/C(/[C@@H]1(CC(C2(\C(\O1)=C/C=C\C=2))O))=C\C=3)	CPD-2042		226.274
(2S)-flavanone	C15H12O2	InChIKey=ZONYXWQDUYMKFB-HNNXBMFYSA-N		C3(\C=C/C(/[C@@H]1(CC(=O)C2(\C(\O1)=C/C=C\C=2)))=C\C=3)	CPD-2043		224.259
(2S)-hesperetin	C16H13O6	InChIKey=AIONOLUJZLIMTK-AWEZNQCLSA-M		COC3(/C=C\C(\[C@H]1(OC2(/C=C(/C=C(C(\C(C1)=O)=2)/O)/[O-])))=C/C(/O)=3)	CPD-7072	5,7,3'-trihydroxy-4'-methoxyflavanone	301.275
(2<i>S</i>)-liquiritigenin	C15H12O4	InChIKey=FURUXTVZLHCCNA-AWEZNQCLSA-N		C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C/C=C(/C=2)/O)))=3)/O)	CPD-3061	4',7-dihydroxyflavanone // 7,4'-dihydroxyflavanone	256.257
(2S)-methylbutanenitrile	C5H9N	InChIKey=RCEJCSULJQNRQQ-YFKPBYRVSA-N	glucosinolate activation	CC[C@H](C)C#N	CPD-10275	(2S)-methylbutyronitrile // 2-methylbutyronitrile	83.133
(2<i>S</i>)-naringenin	C15H12O5	InChIKey=FTVWIRXFELQLPI-ZDUSSCGKSA-N	luteolin biosynthesis // flavonoid biosynthesis // flavonoid biosynthesis (in equisetum)	C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/O)\O)))=3)/O)	NARINGENIN-CMPD	(S)-naringenin // (2S)-4',5,7-trihydroxyflavanone // (2S)-5,7,4'-trihydroxyflavone // (2S)-4',5,7-trihydroxyflavan-4-one // (2S)-naringenin	272.257
(2S)-pinocembrin	C15H11O4	InChIKey=URFCJEUYXNAHFI-ZDUSSCGKSA-M		C3(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/[O-])\O)))=C\C=3)	CPD-6991		255.249
